"scenario","model","eau_id","wmd_id","x_coord","y_coord","acquired_period","acquired_year","prevented_loss"
"rcp45_dry","greedy",453,"Devils Lake",-286121.096105294,2802394.198975,NA,NA,0
"rcp45_dry","greedy",454,"Devils Lake",-267607.559273529,2802394.198975,NA,NA,0
"rcp45_dry","greedy",455,"Devils Lake",-249094.022441765,2802394.198975,NA,NA,0
"rcp45_dry","greedy",456,"Devils Lake",-230580.48561,2802394.198975,NA,NA,0
"rcp45_dry","greedy",457,"Devils Lake",-212066.948778235,2802394.198975,NA,NA,0
"rcp45_dry","greedy",458,"Devils Lake",-193553.41194647,2802394.198975,NA,NA,0
"rcp45_dry","greedy",459,"Devils Lake",-175039.875114706,2802394.198975,NA,NA,0
"rcp45_dry","greedy",460,"Devils Lake",-156526.338282941,2802394.198975,NA,NA,0
"rcp45_dry","greedy",461,"Devils Lake",-138012.801451176,2802394.198975,NA,NA,0
"rcp45_dry","greedy",462,"Devils Lake",-119499.264619412,2802394.198975,NA,NA,0
"rcp45_dry","greedy",463,"Devils Lake",-100985.727787647,2802394.198975,NA,NA,0
"rcp45_dry","greedy",464,"Devils Lake",-286121.096105294,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",465,"Devils Lake",-267607.559273529,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",466,"Devils Lake",-249094.022441765,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",467,"Devils Lake",-230580.48561,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",468,"Devils Lake",-212066.948778235,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",469,"Devils Lake",-193553.41194647,2783908.98789456,9,2100,97.5855216814825
"rcp45_dry","greedy",470,"Devils Lake",-175039.875114706,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",471,"Devils Lake",-156526.338282941,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",472,"Devils Lake",-138012.801451176,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",473,"Devils Lake",-119499.264619412,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",474,"Devils Lake",-100985.727787647,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",475,"Devils Lake",-82472.1909558821,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",476,"Devils Lake",-230580.48561,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",477,"Devils Lake",-212066.948778235,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",478,"Devils Lake",-193553.41194647,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",479,"Devils Lake",-175039.875114706,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",480,"Devils Lake",-156526.338282941,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",481,"Devils Lake",-138012.801451176,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",482,"Devils Lake",-119499.264619412,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",483,"Devils Lake",-100985.727787647,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",484,"Devils Lake",-82472.1909558821,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",485,"Devils Lake",-175039.875114706,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",486,"Devils Lake",-156526.338282941,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",487,"Devils Lake",-138012.801451176,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",488,"Devils Lake",-119499.264619412,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",489,"Devils Lake",-100985.727787647,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",490,"Devils Lake",-82472.1909558821,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",491,"Fergus Falls",-8418.04362882324,2636027.29925109,NA,NA,0
"rcp45_dry","greedy",492,"Fergus Falls",-45445.1172923527,2617542.08817065,NA,NA,0
"rcp45_dry","greedy",493,"Fergus Falls",-26931.580460588,2617542.08817065,NA,NA,0
"rcp45_dry","greedy",494,"Fergus Falls",-8418.04362882324,2617542.08817065,NA,NA,0
"rcp45_dry","greedy",495,"Fergus Falls",-45445.1172923527,2599056.87709022,NA,NA,0
"rcp45_dry","greedy",496,"Fergus Falls",-26931.580460588,2599056.87709022,NA,NA,0
"rcp45_dry","greedy",497,"Fergus Falls",-8418.04362882324,2599056.87709022,NA,NA,0
"rcp45_dry","greedy",498,"Fergus Falls",-45445.1172923527,2580571.66600978,NA,NA,0
