eau_id,wmd_id,year,rcp,gcm,prop_suitable,abs_abundance,scaled_abundance,cost,cell_id,total_prop_suitable,habitat_share,trans_prob
1126,Waubay,2070,85,wet,0.143264230448843,224217.5823125,2229.180527454582,NA,2620,14.409940777555486,0.009942041585069337,3.6120959776963225e-7
1126,Waubay,2070,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2080,45,dry,0.142430309306754,128129.6888375,1280.1533538128924,NA,2620,14.255753936157424,0.0099910751788092,3.6120959776963225e-7
1126,Waubay,2080,45,wet,0.142430309306754,214216.8139,2140.2562922398797,NA,2620,14.255753936157424,0.0099910751788092,3.6120959776963225e-7
1126,Waubay,2080,85,dry,0.143335127387837,114074.4947875,1135.74843845766,NA,2620,14.39657030413695,0.009956199591971478,3.6120959776963225e-7
1126,Waubay,2080,85,wet,0.143335127387837,201640.52603749998,2007.5733230594715,NA,2620,14.39657030413695,0.009956199591971478,3.6120959776963225e-7
1126,Waubay,2080,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2090,45,dry,0.142430309306754,124753.2518,1248.060230123273,NA,2620,14.237008609065546,0.010004230047038125,0.00770615224720258
1126,Waubay,2090,45,wet,0.142430309306754,215284.5934,2153.7565979566657,NA,2620,14.237008609065546,0.010004230047038125,0.00770615224720258
1126,Waubay,2090,85,dry,0.143335127387837,112988.4896,1126.402816835569,NA,2620,14.377822310204197,0.009969182000956396,0.007657506349892416
1126,Waubay,2090,85,wet,0.143335127387837,190351.9979,1897.6537113107697,NA,2620,14.377822310204197,0.009969182000956396,0.007657506349892416
1126,Waubay,2090,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2100,45,dry,0.14133271965862,124753.2518,1241.4189936244916,NA,2620,14.202873045846058,0.009950995069969723,0
1126,Waubay,2100,45,wet,0.14133271965862,215284.5934,2142.2959275638364,NA,2620,14.202873045846058,0.009950995069969723,0
1126,Waubay,2100,85,dry,0.142237537739702,112988.4896,1120.437501573155,NA,2620,14.343686757241779,0.00991638622252328,0
1126,Waubay,2100,85,wet,0.142237537739702,190351.9979,1887.6039294053403,NA,2620,14.343686757241779,0.00991638622252328,0
1126,Waubay,2100,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,0
1127,Waubay,2020,baseline,baseline,0.390828033181991,229127.50232424244,5975.794895607312,NA,NA,14.985362223042788,0.026080653064296307,0.03916422444241344
1127,Waubay,2030,45,dry,0.375483974429866,192590.22364545456,4908.993042957073,NA,2700,14.73103383482721,0.025489315864725273,0.020692159289775976
1127,Waubay,2030,45,wet,0.375483974429866,222578.01053636364,5673.361215103522,NA,2700,14.73103383482721,0.025489315864725273,0.020692159289775976
1127,Waubay,2030,85,dry,0.375559138314263,176178.4689181818,4485.51064560439,NA,2700,14.750925636811907,0.02546003875018056,0.020701892227543553
1127,Waubay,2030,85,wet,0.375559138314263,262896.84631818184,6693.363894561173,NA,2700,14.750925636811907,0.02546003875018056,0.020701892227543553
1127,Waubay,2030,stationary,stationary,0.390828033181991,229127.50232424244,5975.794895607312,NA,NA,14.985362223042788,0.026080653064296307,3.6120959776963225e-7
1127,Waubay,2040,45,dry,0.367714400220205,165373.23994848484,4195.93518779372,NA,2700,14.492626558444043,0.02537251606790064,0.011102540788778465
1127,Waubay,2040,45,wet,0.367714400220205,212020.90844545455,5379.503906263187,NA,2700,14.492626558444043,0.02537251606790064,0.011102540788778465
1127,Waubay,2040,85,dry,0.367784353507812,139843.8437060606,3538.0529649555733,NA,2700,14.536915687503518,0.025300026595323336,0.011007726548326489
1127,Waubay,2040,85,wet,0.367784353507812,274739.0974393939,6950.906471991796,NA,2700,14.536915687503518,0.025300026595323336,0.011007726548326489
1127,Waubay,2040,stationary,stationary,0.390828033181991,229127.50232424244,5975.794895607312,NA,NA,14.985362223042788,0.026080653064296307,3.6120959776963225e-7
1127,Waubay,2050,45,dry,0.363631836093139,148388.3110625,3784.7762333360683,NA,2700,14.256777859454887,0.02550589198189573,1.0109504208687569e-4
1127,Waubay,2050,45,wet,0.363631836093139,207810.1369,5300.382904514365,NA,2700,14.256777859454887,0.02550589198189573,1.0109504208687569e-4
