eau_id,wmd_id,year,rcp,gcm,prop_suitable,abs_abundance,scaled_abundance,trans_prob,cost,eau_row,total_prop_suitable,habitat_share
3,Arrowwood,2060,45,wet,0.541098034099298,280323.2206,9370.510875253387,NA,NA,3,16.18720106068307,0.03342752289730716
3,Arrowwood,2060,85,dry,0.541356225324466,148641.86320000002,4958.617079166178,NA,NA,3,16.227951604740348,0.03335949222120742
3,Arrowwood,2060,85,wet,0.541356225324466,353095.92788,11779.100859452874,NA,NA,3,16.227951604740348,0.03335949222120742
3,Arrowwood,2060,stationary,stationary,0.559495297428471,377952.1345,12221.042354731373,NA,NA,NA,17.303142871764564,0.032334894393171824
3,Arrowwood,2070,45,dry,0.54446432579525,194092.518,6543.428774314401,NA,NA,3,16.150011805675206,0.033712936705341735
3,Arrowwood,2070,45,wet,0.54446432579525,281752.4502,9498.70252016755,NA,NA,3,16.150011805675206,0.033712936705341735
3,Arrowwood,2070,85,dry,0.544756980810208,146634.807,4933.373642634749,NA,NA,3,16.191827444950256,0.03364394677884869
3,Arrowwood,2070,85,wet,0.544756980810208,334237.42086,11245.065998913491,NA,NA,3,16.191827444950256,0.03364394677884869
3,Arrowwood,2070,stationary,stationary,0.559495297428471,377952.1345,12221.042354731373,NA,NA,NA,17.303142871764564,0.032334894393171824
3,Arrowwood,2080,45,dry,0.54451868832081,180511.7018,6102.049168930902,NA,NA,3,16.10803065815254,0.03380417506501455
3,Arrowwood,2080,45,wet,0.54451868832081,283181.6798,9572.723079164094,NA,NA,3,16.10803065815254,0.03380417506501455
3,Arrowwood,2080,85,dry,0.546725191433724,144627.7508,4888.1570887683565,NA,NA,3,16.176164821798352,0.033798196139605295
3,Arrowwood,2080,85,wet,0.546725191433724,315378.91384,10659.238388259999,NA,NA,3,16.176164821798352,0.033798196139605295
3,Arrowwood,2080,stationary,stationary,0.559495297428471,377952.1345,12221.042354731373,NA,NA,NA,17.303142871764564,0.032334894393171824
3,Arrowwood,2090,45,dry,0.53713876007737,166930.8856,5578.270253702709,NA,NA,3,16.07398796253803,0.03341664565938605
3,Arrowwood,2090,45,wet,0.53713876007737,284610.9094,9510.741910215425,NA,NA,3,16.07398796253803,0.03341664565938605
3,Arrowwood,2090,85,dry,0.538977690460856,142620.6946,4762.356286453652,NA,NA,3,16.141037747655126,0.033391761972625056
3,Arrowwood,2090,85,wet,0.538977690460856,296520.40682000003,9901.338844559388,NA,NA,3,16.141037747655126,0.033391761972625056
3,Arrowwood,2090,stationary,stationary,0.559495297428471,377952.1345,12221.042354731373,NA,NA,NA,17.303142871764564,0.032334894393171824
3,Arrowwood,2100,45,dry,0.540657348901533,153350.0694,5163.130902011133,NA,NA,3,16.05805538328986,0.033668917935365035
3,Arrowwood,2100,45,wet,0.540657348901533,286040.139,9630.661966211408,NA,NA,3,16.05805538328986,0.033668917935365035
